account_id,industry,country,referral_source,cohort_month,starting_plan,starting_seats,starting_mrr,current_status,first_churn_date,churn_reason,months_active
A-4ae22a,EdTech,US,other,2024-05-01,Enterprise,28,5572,Churned,2024-07-20,pricing,2
A-4c56c9,FinTech,US,partner,2024-05-01,Enterprise,13,2587,Churned,2024-04-05,budget,-1
A-544d0a,DevTools,US,organic,2024-05-01,Pro,43,2107,Active,,,7
A-560d27,DevTools,US,organic,2024-05-01,Enterprise,71,14129,Active,,,7
A-56962b,EdTech,UK,partner,2024-05-01,Pro,163,0,Churned,2024-07-27,unknown,2
A-716841,FinTech,US,other,2024-05-01,Basic,161,3059,Churned,2024-11-13,unknown,6
A-7c83a1,Cybersecurity,US,partner,2024-05-01,Pro,48,2352,Churned,2024-05-19,unknown,0
A-82861f,DevTools,UK,organic,2024-05-01,Pro,41,2009,Churned,2024-05-17,support,0
A-87aa7b,HealthTech,US,organic,2024-05-01,Pro,24,1176,Churned,2024-06-07,budget,1
A-96bbc6,Cybersecurity,US,organic,2024-05-01,Pro,39,1911,Churned,2024-06-24,competitor,1
A-9f0b68,EdTech,US,ads,2024-05-01,Basic,22,418,Churned,2024-08-10,features,3
A-cc102e,HealthTech,US,partner,2024-05-01,Basic,13,247,Churned,2024-04-25,unknown,-1
A-ccc747,HealthTech,FR,event,2024-05-01,Enterprise,16,0,Churned,2024-04-15,budget,-1
A-d4ac0e,DevTools,UK,ads,2024-05-01,Basic,156,0,Active,,,7
A-e40f45,HealthTech,US,organic,2024-05-01,Pro,44,2156,Churned,2024-11-09,budget,6
A-f25509,EdTech,US,other,2024-05-01,Enterprise,32,6368,Churned,2024-05-17,features,0
A-f6b2fb,DevTools,AU,event,2024-05-01,Pro,23,1127,Churned,2024-07-11,support,2
A-fd9422,Cybersecurity,US,organic,2024-05-01,Pro,58,0,Active,,,7
A-ff79f2,DevTools,US,ads,2024-05-01,Basic,12,228,Active,,,7
A-038089,DevTools,FR,other,2024-06-01,Pro,5,245,Churned,2024-10-21,competitor,4
A-0aaf6e,FinTech,US,organic,2024-06-01,Pro,37,1813,Active,,,6
A-0baac2,FinTech,DE,organic,2024-06-01,Enterprise,29,5771,Churned,2024-07-15,unknown,1
A-0e966d,FinTech,IN,ads,2024-06-01,Enterprise,23,4577,Active,,,6
A-1619f8,DevTools,US,organic,2024-06-01,Enterprise,55,10945,Churned,2024-06-03,competitor,0
A-249769,Cybersecurity,US,event,2024-06-01,Basic,15,285,Churned,2024-06-12,pricing,0
A-3f9cc0,HealthTech,US,event,2024-06-01,Enterprise,22,4378,Churned,2024-07-18,pricing,1
A-42b791,FinTech,AU,event,2024-06-01,Pro,29,1421,Active,,,6
A-44dc83,EdTech,FR,other,2024-06-01,Basic,24,456,Churned,2024-11-29,unknown,5
A-53f4e3,Cybersecurity,UK,event,2024-06-01,Pro,19,931,Churned,2024-12-06,competitor,6
A-58b9ff,DevTools,IN,partner,2024-06-01,Pro,25,0,Churned,2024-10-10,pricing,4
A-5a92e7,HealthTech,US,ads,2024-06-01,Pro,29,1421,Churned,2024-06-18,features,0
A-5ed98d,DevTools,US,partner,2024-06-01,Enterprise,24,4776,Churned,2024-09-27,features,3
A-71615e,EdTech,US,organic,2024-06-01,Enterprise,15,2985,Churned,2024-07-16,pricing,1
A-7da956,Cybersecurity,US,event,2024-06-01,Basic,26,0,Active,,,6
A-8ae05d,FinTech,IN,other,2024-06-01,Basic,86,1634,Churned,2024-08-30,unknown,2
A-9badbd,Cybersecurity,DE,ads,2024-06-01,Basic,28,532,Active,,,6
A-b3fe05,Cybersecurity,CA,partner,2024-06-01,Pro,11,0,Active,,,6
A-b7ef83,Cybersecurity,UK,partner,2024-06-01,Basic,23,437,Churned,2024-06-01,unknown,0
A-bb1eaa,Cybersecurity,US,organic,2024-06-01,Enterprise,21,4179,Churned,2024-08-15,pricing,2
A-bc4d48,EdTech,US,ads,2024-06-01,Basic,35,665,Active,,,6
A-cc8c8f,DevTools,US,ads,2024-06-01,Enterprise,28,5572,Churned,2024-09-12,budget,3
A-cea1f0,FinTech,US,event,2024-06-01,Basic,25,475,Active,,,6
A-d42431,FinTech,FR,ads,2024-06-01,Basic,22,418,Churned,2024-06-26,pricing,0
A-e36807,EdTech,AU,other,2024-06-01,Basic,81,1539,Active,,,6
A-fa2041,HealthTech,US,organic,2024-06-01,Basic,18,0,Churned,2024-07-13,competitor,1
A-ffc04f,EdTech,US,ads,2024-06-01,Enterprise,13,2587,Churned,2024-08-03,unknown,2
A-08e34e,EdTech,US,event,2024-07-01,Pro,14,686,Churned,2024-07-13,competitor,0
A-0cc442,EdTech,US,organic,2024-07-01,Enterprise,45,0,Churned,2024-07-20,pricing,0
A-241e75,EdTech,US,partner,2024-07-01,Pro,46,2254,Churned,2024-10-11,unknown,3
A-2d1036,FinTech,US,ads,2024-07-01,Enterprise,69,13731,Churned,2024-10-19,budget,3
A-3d957b,HealthTech,UK,other,2024-07-01,Pro,14,686,Churned,2024-05-05,budget,-2
A-42e5e1,DevTools,US,ads,2024-07-01,Pro,1,49,Churned,2024-10-04,pricing,3
A-50bb9f,Cybersecurity,US,organic,2024-07-01,Enterprise,35,6965,Churned,2024-09-08,unknown,2
A-5b4ebb,Cybersecurity,UK,other,2024-07-01,Basic,21,399,Active,,,5
A-5c046d,EdTech,FR,partner,2024-07-01,Pro,93,4557,Active,,,5
A-6f8ad2,EdTech,IN,organic,2024-07-01,Basic,29,0,Active,,,5
A-751c58,FinTech,UK,organic,2024-07-01,Enterprise,15,2985,Churned,2024-09-17,budget,2
A-7a0d69,DevTools,DE,ads,2024-07-01,Basic,40,0,Churned,2024-07-09,features,0
A-7cfe77,DevTools,US,ads,2024-07-01,Pro,69,3381,Churned,2024-09-09,unknown,2
A-8ae3fc,DevTools,CA,ads,2024-07-01,Basic,31,589,Churned,2024-08-10,budget,1
A-92a3af,Cybersecurity,IN,organic,2024-07-01,Pro,25,1225,Active,,,5
A-a45270,HealthTech,US,ads,2024-07-01,Enterprise,10,1990,Churned,2024-11-12,pricing,4
A-ad296b,DevTools,AU,event,2024-07-01,Pro,38,0,Active,,,5
A-b7b7b7,FinTech,US,event,2024-07-01,Pro,24,1176,Active,,,5
A-bcbe98,Cybersecurity,US,other,2024-07-01,Basic,46,874,Churned,2024-11-25,competitor,4
A-bcf87c,FinTech,US,event,2024-07-01,Pro,17,833,Active,,,5
A-bd4708,FinTech,US,ads,2024-07-01,Enterprise,37,7363,Active,,,5
A-c37cab,Cybersecurity,UK,event,2024-07-01,Enterprise,21,4179,Churned,2024-10-27,pricing,3
A-c42f1f,HealthTech,US,other,2024-07-01,Pro,11,539,Active,,,5
A-cd458b,DevTools,US,other,2024-07-01,Basic,10,190,Churned,2024-11-07,budget,4
A-d27f50,Cybersecurity,UK,ads,2024-07-01,Enterprise,44,8756,Active,,,5
A-d82ef9,EdTech,UK,other,2024-07-01,Pro,26,0,Churned,2024-08-06,budget,1
A-e7a1e2,Cybersecurity,US,event,2024-07-01,Enterprise,14,2786,Churned,2024-09-08,support,2
A-f92792,FinTech,US,ads,2024-07-01,Pro,26,1274,Churned,2024-11-03,features,4
A-016043,EdTech,CA,organic,2024-08-01,Basic,6,114,Churned,2024-08-11,competitor,0
A-0a282f,DevTools,US,organic,2024-08-01,Enterprise,19,3781,Churned,2024-10-06,features,2
A-4e44e8,DevTools,US,ads,2024-08-01,Basic,38,722,Churned,2024-08-25,features,0
A-5f7781,DevTools,US,other,2024-08-01,Pro,85,0,Churned,2024-12-25,pricing,4
A-86fc1d,DevTools,UK,partner,2024-08-01,Pro,56,2744,Churned,2024-08-12,support,0
A-9077b0,HealthTech,US,ads,2024-08-01,Basic,2,38,Active,,,4
A-90a8c8,FinTech,AU,organic,2024-08-01,Pro,32,1568,Churned,2024-08-29,support,0
A-96215d,FinTech,US,event,2024-08-01,Enterprise,10,1990,Active,,,4
A-9a532a,HealthTech,US,partner,2024-08-01,Enterprise,33,6567,Active,,,4
A-a09355,FinTech,US,organic,2024-08-01,Basic,14,266,Churned,2024-09-13,support,1
A-a2485e,FinTech,US,event,2024-08-01,Pro,9,441,Active,,,4
A-ac85cd,EdTech,US,partner,2024-08-01,Basic,53,1007,Churned,2024-10-20,features,2
A-adc1f3,Cybersecurity,US,organic,2024-08-01,Enterprise,6,1194,Active,,,4
A-b2af2e,Cybersecurity,UK,event,2024-08-01,Basic,11,209,Churned,2024-11-14,pricing,3
A-bbc346,FinTech,US,partner,2024-08-01,Enterprise,19,3781,Churned,2024-10-31,competitor,2
A-c222ab,Cybersecurity,US,other,2024-08-01,Pro,32,1568,Churned,2024-06-10,features,-2
A-c58f49,EdTech,US,other,2024-08-01,Basic,70,1330,Churned,2024-08-27,competitor,0
A-f3ff05,FinTech,IN,other,2024-08-01,Basic,28,532,Churned,2024-10-20,unknown,2
A-f45426,HealthTech,US,organic,2024-08-01,Basic,57,0,Churned,2024-08-05,competitor,0
A-fda07f,Cybersecurity,FR,partner,2024-08-01,Enterprise,14,2786,Churned,2024-09-13,support,1
A-0532a9,FinTech,IN,event,2024-09-01,Basic,19,361,Churned,2024-10-09,pricing,1
A-09316c,FinTech,AU,organic,2024-09-01,Enterprise,70,13930,Churned,2024-12-05,unknown,3
A-0a62f5,FinTech,UK,partner,2024-09-01,Enterprise,16,3184,Churned,2024-09-27,pricing,0
A-104f1a,Cybersecurity,US,other,2024-09-01,Pro,123,6027,Churned,2024-09-06,support,0
A-2789e3,FinTech,US,partner,2024-09-01,Basic,33,627,Active,,,3
A-2f6a32,HealthTech,US,organic,2024-09-01,Basic,19,0,Active,,,3
A-34ea2f,HealthTech,US,organic,2024-09-01,Basic,8,152,Churned,2024-10-05,unknown,1
A-378b99,EdTech,UK,ads,2024-09-01,Pro,19,931,Churned,2024-10-12,pricing,1
A-427b69,FinTech,US,other,2024-09-01,Pro,18,882,Active,,,3
A-443b7c,Cybersecurity,US,other,2024-09-01,Pro,5,245,Active,,,3
A-4814a3,Cybersecurity,IN,event,2024-09-01,Pro,87,4263,Churned,2024-11-25,pricing,2
A-4d1e75,DevTools,US,other,2024-09-01,Basic,20,380,Churned,2024-09-05,budget,0
A-592832,Cybersecurity,US,organic,2024-09-01,Enterprise,42,8358,Churned,2024-10-04,support,1
A-5b051a,Cybersecurity,US,event,2024-09-01,Basic,22,418,Active,,,3
A-625d0b,EdTech,AU,ads,2024-09-01,Basic,9,0,Active,,,3
A-751bd4,Cybersecurity,UK,partner,2024-09-01,Basic,10,190,Churned,2024-09-22,budget,0
A-781cc0,EdTech,US,organic,2024-09-01,Enterprise,12,2388,Churned,2024-10-12,support,1
A-7dacce,Cybersecurity,CA,event,2024-09-01,Enterprise,12,2388,Churned,2024-09-18,unknown,0
A-7f29a7,Cybersecurity,UK,event,2024-09-01,Basic,41,779,Churned,2024-10-09,unknown,1
A-8b0451,FinTech,UK,event,2024-09-01,Basic,41,779,Churned,2024-12-29,budget,3
A-902ef7,HealthTech,US,other,2024-09-01,Pro,83,4067,Churned,2024-09-26,pricing,0
A-a33200,HealthTech,US,partner,2024-09-01,Pro,29,1421,Churned,2024-10-07,features,1
A-bc87bc,FinTech,US,event,2024-09-01,Basic,18,342,Active,,,3
A-c16101,EdTech,IN,other,2024-09-01,Pro,7,343,Churned,2024-11-13,features,2
A-d535f6,DevTools,US,organic,2024-09-01,Basic,12,0,Churned,2024-10-05,unknown,1
A-d62e02,Cybersecurity,US,partner,2024-09-01,Enterprise,10,1990,Active,,,3
A-e08cd3,FinTech,US,ads,2024-09-01,Pro,67,3283,Churned,2024-09-21,competitor,0
A-e351e1,EdTech,US,other,2024-09-01,Basic,33,627,Churned,2024-10-24,budget,1
A-e60f9d,FinTech,US,other,2024-09-01,Pro,29,1421,Active,,,3
A-eb1312,FinTech,US,partner,2024-09-01,Pro,25,1225,Churned,2024-09-28,unknown,0
A-fce879,EdTech,UK,partner,2024-09-01,Basic,33,627,Churned,2024-10-07,support,1
A-0651a4,HealthTech,FR,organic,2024-10-01,Enterprise,60,11940,Churned,2024-11-22,features,1
A-0be015,FinTech,US,event,2024-10-01,Basic,19,361,Churned,2024-12-13,unknown,2
A-117171,HealthTech,FR,organic,2024-10-01,Enterprise,45,8955,Churned,2024-10-13,budget,0
A-118d55,Cybersecurity,US,organic,2024-10-01,Enterprise,8,1592,Churned,2024-11-25,unknown,1
A-118f1c,Cybersecurity,US,other,2024-10-01,Enterprise,32,6368,Churned,2024-12-17,budget,2
A-1ac5e0,DevTools,US,event,2024-10-01,Basic,33,627,Active,,,2
A-1b7577,Cybersecurity,US,other,2024-10-01,Enterprise,9,1791,Active,,,2
A-2e4581,EdTech,US,partner,2024-10-01,Pro,9,441,Churned,2024-11-23,budget,1
A-396e5f,Cybersecurity,CA,other,2024-10-01,Enterprise,7,1393,Churned,2024-11-30,features,1
A-66224b,HealthTech,US,other,2024-10-01,Enterprise,92,18308,Active,,,2
A-86cdb4,DevTools,DE,partner,2024-10-01,Pro,2,98,Active,,,2
A-89ee83,Cybersecurity,US,organic,2024-10-01,Basic,38,722,Active,,,2
A-9f2731,FinTech,IN,event,2024-10-01,Pro,27,0,Churned,2024-10-15,features,0
A-ab438f,Cybersecurity,US,ads,2024-10-01,Basic,28,0,Churned,2024-12-02,budget,2
A-b179bf,Cybersecurity,IN,ads,2024-10-01,Pro,43,0,Churned,2024-10-31,support,0
A-b54c01,DevTools,US,event,2024-10-01,Pro,29,0,Churned,2024-10-23,budget,0
A-c16cf7,EdTech,US,event,2024-10-01,Pro,13,637,Churned,2024-11-08,budget,1
A-c1e51e,FinTech,US,organic,2024-10-01,Basic,7,133,Churned,2024-11-09,pricing,1
A-ce550d,HealthTech,US,event,2024-10-01,Enterprise,35,6965,Churned,2024-12-28,budget,2
A-ced9aa,DevTools,US,other,2024-10-01,Enterprise,6,1194,Active,,,2
A-d3c88e,DevTools,US,event,2024-10-01,Enterprise,16,3184,Churned,2024-11-18,support,1
A-d4e0d4,FinTech,US,other,2024-10-01,Basic,117,2223,Active,,,2
A-f9cc74,DevTools,FR,partner,2024-10-01,Enterprise,30,5970,Active,,,2
A-0354fe,Cybersecurity,US,other,2024-11-01,Basic,34,646,Churned,2024-11-15,unknown,0
A-039727,EdTech,AU,organic,2024-11-01,Enterprise,25,4975,Churned,2024-12-22,pricing,1
A-0f7d77,FinTech,IN,partner,2024-11-01,Basic,6,114,Churned,2024-11-09,competitor,0
A-139c3b,HealthTech,US,organic,2024-11-01,Pro,17,833,Active,,,1
A-3a7284,FinTech,US,organic,2024-11-01,Enterprise,31,6169,Churned,2024-12-26,unknown,1
A-410e86,FinTech,US,organic,2024-11-01,Enterprise,24,4776,Active,,,1
A-533452,DevTools,AU,organic,2024-11-01,Pro,25,1225,Churned,2024-11-17,features,0
A-5c9849,EdTech,IN,partner,2024-11-01,Basic,65,1235,Churned,2024-11-13,unknown,0
A-5f2961,HealthTech,US,partner,2024-11-01,Enterprise,7,1393,Churned,2024-11-28,pricing,0
A-671f31,DevTools,US,ads,2024-11-01,Pro,59,2891,Active,,,1
A-6a7c9d,Cybersecurity,US,organic,2024-11-01,Enterprise,26,5174,Churned,2024-11-15,features,0
A-700ade,Cybersecurity,UK,organic,2024-11-01,Enterprise,13,2587,Active,,,1
A-712426,HealthTech,US,other,2024-11-01,Basic,9,0,Churned,2024-11-21,pricing,0
A-76fa4d,HealthTech,US,event,2024-11-01,Enterprise,69,13731,Churned,2024-11-26,unknown,0
A-78f02b,HealthTech,US,event,2024-11-01,Enterprise,11,2189,Churned,2024-12-02,unknown,1
A-88c6ca,FinTech,DE,ads,2024-11-01,Enterprise,5,995,Active,,,1
A-8bde0c,DevTools,US,organic,2024-11-01,Pro,12,588,Churned,2024-11-28,features,0
A-b07346,HealthTech,US,partner,2024-11-01,Basic,51,969,Churned,2024-11-12,budget,0
A-b07b56,DevTools,US,event,2024-11-01,Basic,25,475,Churned,2024-12-24,budget,1
A-b48f73,EdTech,AU,event,2024-11-01,Basic,80,1520,Active,,,1
A-b78bf8,DevTools,US,event,2024-11-01,Enterprise,33,6567,Churned,2024-12-06,unknown,1
A-bb1486,HealthTech,US,organic,2024-11-01,Pro,42,2058,Churned,2024-11-21,budget,0
A-bd4513,DevTools,AU,event,2024-11-01,Enterprise,50,9950,Churned,2024-12-07,features,1
A-c37601,EdTech,US,partner,2024-11-01,Pro,12,588,Churned,2024-12-17,support,1
A-c43359,FinTech,US,organic,2024-11-01,Pro,38,1862,Churned,2024-12-12,unknown,1
A-c70870,Cybersecurity,US,partner,2024-11-01,Basic,31,589,Churned,2024-12-13,competitor,1
A-cbd1a3,DevTools,US,other,2024-11-01,Enterprise,18,3582,Active,,,1
A-d26ab4,DevTools,UK,organic,2024-11-01,Enterprise,9,0,Churned,2024-12-26,pricing,1
A-d40bf7,FinTech,IN,organic,2024-11-01,Enterprise,59,11741,Active,,,1
A-db5e9e,DevTools,US,partner,2024-11-01,Basic,9,171,Churned,2024-12-29,pricing,1
A-de24d5,DevTools,US,other,2024-11-01,Pro,20,980,Active,,,1
A-e4144b,EdTech,UK,other,2024-11-01,Enterprise,41,8159,Active,,,1
A-e4bf56,HealthTech,IN,ads,2024-11-01,Enterprise,17,3383,Active,,,1
A-fabe19,DevTools,UK,ads,2024-11-01,Enterprise,31,6169,Active,,,1
A-fb186e,EdTech,IN,organic,2024-11-01,Basic,33,0,Active,,,1
A-fd7ad3,Cybersecurity,US,event,2024-11-01,Basic,12,0,Churned,2024-11-12,pricing,0
A-0b0d6d,DevTools,US,organic,2024-12-01,Basic,3,57,Churned,2024-12-31,competitor,0
A-0f6450,FinTech,US,other,2024-12-01,Enterprise,28,0,Churned,2024-12-29,competitor,0
A-149a69,DevTools,US,event,2024-12-01,Basic,34,646,Churned,2024-12-04,pricing,0
A-17939a,HealthTech,US,organic,2024-12-01,Enterprise,13,2587,Active,,,0
A-18793f,EdTech,US,organic,2024-12-01,Pro,148,7252,Churned,2024-12-30,support,0
A-22f2df,DevTools,US,ads,2024-12-01,Basic,3,57,Active,,,0
A-2922b6,HealthTech,US,organic,2024-12-01,Basic,51,969,Churned,2024-12-25,competitor,0
A-309e54,DevTools,US,other,2024-12-01,Enterprise,46,0,Churned,2024-12-14,support,0
A-310452,DevTools,FR,other,2024-12-01,Pro,9,441,Churned,2024-12-25,budget,0
A-39ddf4,EdTech,US,partner,2024-12-01,Enterprise,40,7960,Churned,2024-12-13,support,0
A-443f6f,Cybersecurity,US,organic,2024-12-01,Enterprise,19,3781,Active,,,0
A-463db0,HealthTech,US,partner,2024-12-01,Pro,35,1715,Churned,2024-12-30,features,0
A-4bfa33,Cybersecurity,US,event,2024-12-01,Pro,13,637,Churned,2024-12-08,unknown,0
A-524364,DevTools,FR,partner,2024-12-01,Enterprise,3,0,Active,,,0
A-5790f4,FinTech,UK,event,2024-12-01,Pro,20,0,Churned,2024-12-25,features,0
A-5fe118,Cybersecurity,US,other,2024-12-01,Pro,123,6027,Churned,2024-12-16,features,0
A-6843f2,HealthTech,CA,ads,2024-12-01,Pro,21,1029,Active,,,0
A-6965e1,DevTools,US,organic,2024-12-01,Pro,16,0,Churned,2024-12-02,budget,0
A-7c6b6b,FinTech,US,other,2024-12-01,Pro,26,1274,Churned,2024-12-09,budget,0
A-82d8a6,Cybersecurity,UK,ads,2024-12-01,Enterprise,68,13532,Churned,2024-12-29,features,0
A-854864,FinTech,IN,event,2024-12-01,Enterprise,20,3980,Churned,2024-12-24,support,0
A-9174e0,Cybersecurity,US,partner,2024-12-01,Enterprise,37,0,Active,,,0
A-956988,EdTech,UK,ads,2024-12-01,Pro,2,0,Churned,2024-12-08,budget,0
A-bf7919,HealthTech,US,organic,2024-12-01,Enterprise,3,597,Churned,2024-12-06,support,0
A-cc1d8d,FinTech,US,other,2024-12-01,Enterprise,5,995,Churned,2024-12-17,features,0
